the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped_going_to_school_university_or_work,i_told_my_friend_or_my_family,in_a_park_or_gardennegative,in_a_park_or_garden_positive,lgbtqia,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_i_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,translation,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E61000008BCB0AA8444153C03D56CA5D0DC627C0,860,,,,,,,,,x,,,,,,,,,x,,,,,,,x,14,2018-05-12 16:40:02.385+00,46,"ahÃ­ hay un puente por el cual crusan las personas mas mujeres, y yo pase por ahÃ­ y habia un botracho y me dijo cosas obsenas.",,"there is a bridge through which the most women cross, and I pass by there and there was a drunk and he told me obscene things.",,,,,Female,x,100257,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.885124,-77.018428,false,STREET,B1AAA,-11.885124,-77.018428,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.8851238,-77.0184277|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1948643390",15316,false,JirÃ³n Chiclayo,s,,bad,,,"JirÃ³n Chiclayo, Carabayllo Provincia de Huaral",,,,x,,,,,Afternoon,,2018-05-14 03:53:47.569+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100257,session:923eee26eb049666635f0c75c745bd79,true
0101000020E6100000480D00AD664253C0DC64379FF12428C0,867,,,,,,,,,x,,,,,,,,,x,,,,,,,,18,2018-05-12 22:16:30.24+00,46,Pasaba por el lugar y dos guardias de seguridad se expresaron de manera vulgar,,I passed by the place and two security guards expressed themselves vulgarly,,,,,Female,x,100273,,PE,Country,Provincia de Huaral,State,,County,JesÃºs MarÃ­a,City,,Neighborhood,-12.07217,-77.037507,false,POINT,P1AAA,-12.07217,-77.037507,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0721698,-77.0375072|marker-sm-50318A-1&scalebar=true&zoom=15&rand=704971350",11,false,Bcp,s,,bad,,,"Bcp, JesÃºs MarÃ­a Provincia de Huaral",,,,x,,,,,Morning,,2018-05-14 03:53:47.403+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100273,session:6474ae2702a155025fe690bd7e616383,true
0101000020E610000097C3317D6D4553C0DEFE4975A2AA27C0,861,,,,,,,,,,,,,,,,,,,,,,,,,,19,2018-05-12 16:44:18.321+00,46,"En la noche una amiga me conto una experiencia que vivio por ese sitio ; al salir de su casa de su amiga al terminar un trabajo y se habian quedado tarde , sintio que alguien le seguia y volteo a confirmarlo (un hombre con capucha negra) iba atras de ella . Ella tenia miedo y queria llamar a alguien pero estaba oscuro y no habia gente ._x000D_",,"In the evening a friend told me about an experience that she lived in that place, when leaving her friend's house after finishing a job and they had stayed late, she felt someone was following her and turned to confirm it (a man with a black hood) I was behind her, she was afraid and wanted to call someone but it was dark and there were no people._x000D_",,,,,Female,,100258,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.832741,-77.084851,false,STREET,B1AAA,-11.832741,-77.084851,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.832740942099388,-77.08485131430756|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1367430970",22,false,Avenida Huarangal,s,,bad,,,"Avenida Huarangal, Carabayllo Provincia de Huaral",,,,x,,,,,Evening,,2018-05-14 03:53:47.554+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100258,session:644df28532298cc188e45f68aea0b1b3,true
0101000020E6100000F74ACDDCEB4353C0EF845C7E67F827C0,862,,,,,,,,,,,,,,,,,,x,,,,,,,x,17,2018-05-12 16:51:16.319+00,46,Hay mucha delincuencia y drogadiccion,,There is a lot of crime and drug addiction,,,,,Female,x,100259,,PE,Country,Provincia de Huaral,State,,County,Independencia,City,,Neighborhood,-11.985104,-77.060922,false,STREET,B1AAA,-11.985104,-77.060922,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.985104114124484,-77.06092155252674|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1105483720",Lima 28,false,Los Maracuyas,s,,bad,,,"Los Maracuyas, Independencia Provincia de Huaral",,,,x,,,,,Late night,,2018-05-14 03:53:47.54+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100259,session:644df28532298cc188e45f68aea0b1b3,true
0101000020E6100000FAFE7FFC523B53C0B22CEA64481028C0,863,,,,,,,,,,,,,,,,,,x,,,,,,,x,18,2018-05-12 18:02:21.127+00,46,"Siempre que voy de compras me acarician la mano o me la sujetan, tambiÃ©n me susurraron piropos.",,"Whenever I go shopping, they caress my hand or hold me, they also whispered compliments to me.",,,,,Female,,100261,,PE,Country,Lima,State,,County,Ate,City,,Neighborhood,-12.031922,-76.926797,false,STREET,B1AAA,-12.031922,-76.926797,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.031921783281847,-76.92679698782904|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1079161185",43,false,Victor Raul Haya de la Torre,s,,bad,,,"Victor Raul Haya de la Torre, Ate Lima",none,,,x,,,,,Afternoon,,2018-05-14 03:53:47.513+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100261,session:e732d27e9e19c068251db06766bb9219,true
0101000020E6100000C4F8FF651D3C53C06DF2CAA34A0F28C0,864,x,,x,,x,,x,,x,,,,,x,x,,,x,,x,,x,,x,x,19,2018-05-12 20:02:45.665+00,46,,,,,,,,Female,x,100266,,PE,Country,Lima,State,,County,Ate,City,,Neighborhood,-12.029902,-76.939329,false,STREET,B1AAA,-12.029902,-76.939329,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0299024,-76.9393295|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-951400601",3,false,La Union,s,,bad,,,"La Union, Ate Lima",,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100266/support,,Anytime,,2018-05-14 03:53:47.472+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100266,session:cb9267a10209c93e83e53174a6020016,true
0101000020E61000000F6E6853304153C06EC935FB3FC127C0,865,,,,,,,,,,,,x,,,,,,,,,,x,,,,28,2018-05-12 20:58:25.84+00,46,Presencie que en el carro habia una niÃ±a de siete aÃ±os estaba delante mio y a su costado estaba un seÃ±or parado que tenia un canguro grande en la cintura y el seÃ±or mucho se sobaba en la niÃ±a con pretextos._x000D_Y asi estuvo durante media hora y su mma estaba adelante pero no se daba cuenta. Yo supuse que tenia una camra porque trataba de enfocar el cue,,I noticed that in the car there was a seven-year-old girl standing in front of me and at her side there was a stopped man who had a big kangaroo around his waist and the man was very fond of the girl on pretexts._x000D_And so he was for half an hour and his mma was ahead but he did not realize it. I assumed that I had a camra because I was trying to focus the cue ,,,,x,Female,x,100270,,PE,Country,Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.877372,-77.018541,false,STREET,B1AAA,-11.877372,-77.018541,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.877372249165557,-77.01854060539866|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1094330825",15316,false,JirÃ³n JosÃ© Pardo Oeste,s,,bad,,,"JirÃ³n JosÃ© Pardo Oeste, Carabayllo Huaral",,,,,,,,,Morning,,2018-05-14 03:53:47.444+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100270,session:6bb79ded3fba913e47d1a91ac25316cf,true
0101000020E61000001DC3E3E32A4853C05FC85D1AFCA827C0,934,,,,,,,,,,x,,,,,,,,x,,,,,,,,14,2018-05-17 15:57:22.088+00,46,,,,,,,,Female,x,101486,,PE,Country,Callao,State,,County,Ventanilla,City,,Neighborhood,-11.830091,-77.127579,false,STREET,B1AAA,-11.830091,-77.127579,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.830091089343613,-77.12757916627852|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1470537427",6,false,Calle 25,s,,bad,,,"Calle 25, Ventanilla Callao",,,,x,,,,,Afternoon,,2018-05-17 15:57:22.241+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/101486,session:ad4f7e728d47b7108b71362b0a204a7d,true
0101000020E6100000E703C080E73C53C0E10EC6DAE71B28C0,866,,,,,,,,,,x,,,,x,x,,,,,,,,,,,16,2018-05-12 21:37:37.188+00,46,"Fue hace el 2016 cuando iba al colegio, estaba con ropa de calle porque iba a recoger mi certificado de estudios y unos mototaxistas me gritaron ""la mamas bien"" yo me quede en shock y segui caminando seguido en la puerta del colegio unos trabajadores de las industrias que salian a almorzar me miraban como pedazo de carne :(",,"It was 2016 when I was going to school, I was in street clothes because I was going to pick up my studies certificate and some motorcycle taxi drivers shouted at me ""la mamas bien"" I was shocked and kept walking at the school door. industries that went out to lunch looked at me as a piece of meat :(",,,,,Female,x,100272,,PE,Country,Lima,State,,County,Ate,City,,Neighborhood,-12.054479,-76.951637,false,STREET,B1AAA,-12.054479,-76.951637,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.054479019226829,-76.95163686304201|marker-sm-50318A-1&scalebar=true&zoom=15&rand=66571905",3,false,Jorge Basadre,s,,bad,,,"Jorge Basadre, Ate Lima",,,,x,,,,,Afternoon,,2018-05-14 03:53:47.416+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100272,session:3a5240c857fbebf5e5632ca4aef32859,true
0101000020E610000012619F9FC24753C0ACF6B2AA731828C0,903,,,x,,,,,,,,,,,x,,,,,,,,,,,,22,2018-05-14 00:45:40.772+00,46,,,,,,,,Female,x,100563,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-12.046476,-77.120488,false,STREET,B1AAA,-12.046476,-77.120488,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.046476112491908,-77.1204878347801|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2040445626",2,false,CallejÃ³n industrial,s,,bad,,,"CallejÃ³n industrial, Callao Callao",,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100563/support,,Afternoon,,2018-05-14 02:47:07.632+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100563,session:cad368f8f6a9109ea64a6a3aaaf99c85,true
0101000020E6100000140B0035EC4353C0DFD27227E62328C0,868,,,,,x,,,,,,,,,,,,,,,,,,,,,18,2018-05-13 01:01:03.729+00,46,"Estaba caminando al paradero con mi hermanita y mi mejor amiga cuando un camiÃ³n bajÃ³ la velocidad y el que estaba mÃ¡s cerca hablÃ³, yo no escuchaba por mis audÃ­fonos pero creÃ­ que querÃ­a indicaciones asÃ­ que me quitÃ© los audÃ­fonos y le preguntÃ© que habÃ­a dicho, me dijo que si lo recordaba de anoche. Mi hermana de 11 aÃ±os se quedÃ³ frÃ­a. Inaceptable.",,"I was walking to the bus stop with my little sister and my best friend when a truck slowed down and the one who was closest spoke, I did not listen for my hearing aids but I thought I wanted directions so I took off my headphones and asked him what he had said, He said if he remembered it from last night. My 11 year old sister was cold. Unacceptable.",,,,,Female,x,100297,,PE,Country,Lima,State,,County,Pueblo Libre,City,,Neighborhood,-12.070107,-77.061379,false,STREET,B1AAA,-12.070107,-77.061379,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.07010732418695,-77.06137898811673|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1767992084",11,false,Avenida JosÃ© de San MartÃ­n,s,,bad,Me sentÃ­ sucia y avergonzada a pesar de que no era mi culpa,,"Avenida JosÃ© de San MartÃ­n, Pueblo Libre Lima",,,,x,,,,,Afternoon,,2018-05-14 03:53:47.255+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100297,session:8507743ab42971f1295a93f37773a200,true
0101000020E6100000860CC0136E4153C01D87302C2E3E28C0,869,,,,,,,,,,,,,,x,,,,x,,,,,,,x,21,2018-05-13 01:09:04.332+00,46,"EstÃ¡bamos realizando un trabajo universitario con un grupo de amigas y varios taxistas pasaron, insultÃ¡ndonos sin motivo y gritando frases obscenas. ",,"We were doing university work with a group of friends and several taxi drivers passed by, insulting us for no reason and shouting obscene phrases.",,,,,Female,x,100298,,PE,Country,Provincia de Huaral,State,,County,Miraflores,City,,Neighborhood,-12.121379,-77.022361,false,STREET,B1AAA,-12.121379,-77.022361,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.12137916320928,-77.02236054170066|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-2030774914",18,false,Ernesto DIez Canseco,s,,bad,,,"Ernesto DIez Canseco, Miraflores Provincia de Huaral",,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100298/support,,Morning,,2018-05-14 03:53:47.236+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100298,session:5396cce1da932a5912b2f7bb792f88da,true
0101000020E61000006CAC3A6F274353C090FB16193D1828C0,870,,,,,x,,,,x,,,,,,,,,x,,,,x,,,,18,2018-05-13 03:23:26.063+00,46,,,,,,,,Female,x,100301,,PE,Country,Lima,State,,County,Lima,City,,Neighborhood,-12.047343,-77.049312,false,STREET,B1AAA,-12.047343,-77.049312,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.04734318920212,-77.04931153843738|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-99424968",11,false,GarcÃ­a VillÃ³n,s,,bad,,,"GarcÃ­a VillÃ³n, Lima Lima",,,,x,,,,,Anytime,,2018-05-14 03:53:47.21+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100301,session:c9719604f3ae304065a013f9c1d23705,true
0101000020E61000003C0900A0773E53C06B4F09C3191328C0,871,,,,,,,,,,,,,,,,,,x,,,,,,,x,34,2018-05-13 03:49:39.159+00,46,Un hombre me ha perseguido en la calle.,,A man has chased me in the street.,,,,,Female,x,100302,,PE,Country,Lima,State,,County,El Agustino,City,,Neighborhood,-12.038718,-76.976738,false,POINT,P1AAA,-12.038718,-76.976738,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0387177,-76.9767383411924|marker-sm-50318A-1&scalebar=true&zoom=15&rand=262102277",10,false,Sedapal,s,,bad,,,"Sedapal, El Agustino Lima",,,,x,,,,,Evening,,2018-05-14 03:53:47.196+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100302,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E6100000E6F2FF9FDC4253C0C0B898C2AA3028C0,872,,,,,,,,,x,,,,,,,,,x,,,,,,,,27,2018-05-13 03:50:30.121+00,46,"Un maÃ±oso me hablÃ³ groseramente en la esquina de de mi casa. Me dijo ""mami rica""",,"A crafty man spoke rudely to me in the corner of my house. He told me ""rich mommy""",,,,,Female,x,100303,,PE,Country,Lima,State,,County,San Isidro,City,,Neighborhood,-12.09507,-77.044868,false,STREET,B1AAA,-12.09507,-77.044868,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.095070277320609,-77.04486755463886|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1428983891",27,false,Calle Los Nogales,s,,bad,,,"Calle Los Nogales, San Isidro Lima",,,,x,,,,,Evening,,2018-05-14 03:53:47.179+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100303,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E6100000EF0100E0ED3C53C0D418A8A1D15628C0,873,,,,,,,,,,,,,,x,,,,x,,,,,,,,17,2018-05-13 03:51:41.733+00,46,"Un hombre atacÃ³ a una mujer sin razÃ³n alguna, solo por no aceptar sus piropos.",,"A man attacked a woman for no reason, just for not accepting his compliments.",,,,,Female,x,100304,,PE,Country,Provincia de Huaral,State,,County,Villa MarÃ­a del Triunfo,City,,Neighborhood,-12.169717,-76.951834,false,STREET,B1AAA,-12.169717,-76.951834,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.169717374123048,-76.95183360406254|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1906539877",29,false,Los Robles,s,,bad,,,"Los Robles, Villa MarÃ­a del Triunfo Provincia de Huaral",,,,x,,,,,Evening,,2018-05-14 03:53:47.166+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100304,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E61000007CF8FF5F6F3B53C0FEE159CCD06128C0,875,,,,,,,,,,,,,,,,,,x,,,,,,,x,31,2018-05-13 03:58:59.529+00,46,"Un hombre se agarra las partes intimas en el paradero de la casa, y se rie cuando pasan las chicas",,"A man grabs the intimate parts of the house, and laughs when the girls pass by",,,,,Female,x,100306,,PE,Country,Provincia de Huaral,State,,County,Villa MarÃ­a del Triunfo,City,,Neighborhood,-12.190873,-76.928752,false,STREET,B1AAA,-12.190873,-76.928752,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.190872629839305,-76.92875160250307|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1424324443",42,false,Manco Capac,s,,bad,,,"Manco Capac, Villa MarÃ­a del Triunfo Provincia de Huaral",,,,x,,,,,Evening,,2018-05-14 03:53:47.138+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100306,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E61000007EFBFF9F0F3D53C08BF5A820086928C0,877,,,,,,,x,,x,,,,,,,,,x,,,,,,,,27,2018-05-13 04:03:19.993+00,46,"Un hombre me envÃ­o besos asquerosos, mientas caminaba a mi casa.",,"A man sent me disgusting kisses, while walking home.",,,,,Female,x,100308,x,PE,Country,Lima,State,,County,Villa El Salvador,City,,Neighborhood,-12.204928,-76.953731,false,STREET,B1AAA,-12.204928,-76.953731,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.204927664273631,-76.95373112136126|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1225592691",42,false,Av. Mariano Pastor Sevilla,s,,bad,,,"Av. Mariano Pastor Sevilla, Villa El Salvador Lima",,,,,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100308/support,,Evening,,2018-05-14 03:53:47.111+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100308,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E610000032F7FF1F263D53C069FB25D3B95328C0,878,,,,,,,,,,,,,,,,,,x,,,,,,,x,23,2018-05-13 04:05:01.589+00,46,"Una pareja se puso a discutir en el paradero, la gente solo mira y nadie hace nada.No hay ningÃºn policÃ­a.",,"A couple started arguing at the bus stop, people just look and nobody does anything. There is no policeman.",,,,,Female,x,100309,,PE,Country,Provincia de Huaral,State,,County,Villa MarÃ­a del Triunfo,City,,Neighborhood,-12.163389,-76.955574,false,STREET,B1AAA,-12.163389,-76.955574,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.1633894,-76.9555742|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-2104471732",29,false,Encinas,s,,bad,,,"Encinas, Villa MarÃ­a del Triunfo Provincia de Huaral",,,,x,,,,,Evening,,2018-05-14 03:53:47.094+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100309,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E6100000A3FDFF5F043D53C0A057E0CD115428C0,879,,,,,,,,,x,,,,,,,,,x,,,,,,,,21,2018-05-13 04:06:40.342+00,46,En el paradero unos tipos que estÃ¡n tomando estÃ¡n silbando y gritando palabras horribles a las chicas.,,At the bus stop some guys who are taking are whistling and screaming horrible words to the girls.,,,,,Female,x,100310,,PE,Country,Provincia de Huaral,State,,County,Villa MarÃ­a del Triunfo,City,,Neighborhood,-12.164322,-76.953304,false,STREET,B1AAA,-12.164322,-76.953304,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.164322240194325,-76.95330388728298|marker-sm-50318A-1&scalebar=true&zoom=15&rand=408482350",29,false,San Martin de Porres,s,,bad,,,"San Martin de Porres, Villa MarÃ­a del Triunfo Provincia de Huaral",,,,x,,,,,Evening,,2018-05-14 03:53:47.079+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100310,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E61000004FFAFFCFD13B53C032226302765028C0,880,,,,,,,,,,,,,,,,,,x,,,,,,,x,16,2018-05-13 04:08:08.814+00,46,El mototaxista manoseo a una adolescentes cuando bajaba a su casa.,,The mototaxista fucked a teenage girl when she went down to her house.,,,,,Female,x,100311,,PE,Country,Lima,State,,County,Villa MarÃ­a del Triunfo,City,,Neighborhood,-12.157359,-76.934985,false,STREET,B1AAA,-12.157359,-76.934985,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.157359275641173,-76.93498460151855|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1751483945",29,false,Alfonso Ugarte,s,,bad,,,"Alfonso Ugarte, Villa MarÃ­a del Triunfo Lima",,,,x,,,,,Evening,,2018-05-14 03:53:47.066+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100311,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
